ImageId,Label
1219,9
1220,2
1221,0
1222,0
1223,5
1224,2
1225,8
1226,5
1227,4
1228,9
1229,9
1230,5
1231,4
1232,8
1233,0
1234,8
1235,4
1236,1
1237,5
1238,5
1239,4
1240,9
1241,5
1242,5
1243,9
1244,8
1245,3
1246,4
1247,9
1248,4
1249,4
1250,3
1251,2
1252,4
1253,0
1254,5
1255,9
1256,4
1257,9
1258,2
1259,8
1260,3
1261,1
1262,5
1263,5
1264,2
1265,0
1266,5
1267,4
1268,4
1269,8
1270,1
1271,1
1272,0
1273,1
1274,0
1275,0
1276,4
1277,0
1278,2
1279,9
1280,5
1281,1
1282,5
1283,9
1284,0
1285,7
1286,1
1287,0
1288,3
1289,1
1290,1
1291,9
1292,8
1293,5
1294,2
1295,8
1296,9
1297,9
1298,4
1299,8
1300,5
1301,5
1302,5
1303,1
1304,1
1305,4
1306,0
1307,9
1308,8
1309,8
1310,9
1311,2
1312,9
1313,9
1314,8
1315,9
1316,2
1317,2
1318,5
1319,9
1320,8
1321,9
1322,8
1323,8
1324,8
1325,8
1326,0
1327,8
1328,2
1329,8
1330,1
1331,3
1332,0
1333,3
1334,1
1335,5
1336,1
1337,9
1338,8
1339,8
1340,2
1341,8
1342,9
1343,1
1344,3
1345,3
1346,0
1347,8
1348,2
1349,1
1350,8
1351,2
1352,2
1353,9
1354,2
1355,3
1356,2
1357,9
1358,2
1359,1
1360,8
1361,5
1362,8
1363,9
1364,3
1365,8
1366,4
1367,4
1368,8
1369,2
1370,1
1371,4
1372,9
1373,2
1374,1
1375,1
1376,0
1377,4
1378,0
1379,9
1380,1
1381,5
1382,8
1383,0
1384,9
1385,9
1386,8
1387,9
1388,8
1389,8
1390,9
1391,5
1392,4
1393,8
1394,8
1395,9
1396,9
1397,9
1398,2
1399,9
1400,4
1401,1
1402,3
1403,9
1404,8
1405,9
1406,8
1407,9
1408,8
1409,4
1410,4
1411,9
1412,1
1413,8
1414,1
1415,5
1416,3
1417,7
1418,2
1419,1
1420,9
1421,8
1422,2
1423,3
1424,2
1425,8
1426,8
1427,8
1428,0
1429,8
1430,8
1431,4
1432,7
1433,1
1434,9
1435,4
1436,2
1437,9
1438,4
1439,9
1440,9
1441,2
1442,4
1443,2
1444,8
1445,4
1446,8
1447,0
1448,4
1449,5
1450,0
1451,8
1452,9
1453,9
1454,0
1455,9
1456,0
1457,4
1458,9
1459,0
1460,8
1461,8
1462,9
1463,3
1464,3
1465,2
1466,5
1467,3
1468,1
1469,4
1470,3
1471,1
1472,0
1473,2
1474,8
1475,9
1476,3
1477,2
1478,4
1479,8
1480,8
1481,8
1482,9
1483,2
1484,4
1485,9
1486,0
1487,9
1488,8
1489,9
1490,2
1491,9
1492,3
1493,8
1494,9
1495,2
1496,0
1497,8
1498,0
1499,5
1500,3
1501,0
1502,1
1503,8
1504,8
1505,5
1506,2
1507,0
1508,1
1509,4
1510,0
1511,2
1512,3
1513,2
1514,5
1515,8
1516,3
1517,1
1518,9
1519,4
1520,9
1521,8
1522,1
1523,9
1524,1
1525,1
1526,3
1527,8
1528,3
1529,2
1530,8
1531,9
1532,1
1533,4
1534,4
1535,0
1536,8
1537,0
1538,1
1539,0
1540,0
1541,1
1542,1
1543,4
1544,8
1545,5
1546,5
1547,9
1548,7
1549,9
1550,4
1551,2
1552,8
1553,1
1554,9
1555,2
1556,9
1557,8
1558,8
1559,8
1560,8
1561,5
1562,5
1563,8
1564,4
1565,8
1566,0
1567,1
1568,9
1569,7
1570,2
1571,3
1572,0
1573,8
1574,9
1575,8
1576,2
1577,2
1578,1
1579,9
1580,2
1581,9
1582,8
1583,8
1584,1
1585,4
1586,2
1587,2
1588,4
1589,8
1590,2
1591,3
1592,2
1593,3
1594,8
1595,2
1596,9
1597,1
1598,8
1599,2
1600,5
1601,9
1602,9
1603,9
1604,4
1605,2
1606,0
1607,3
1608,2
1609,1
1610,1
1611,8
1612,4
1613,3
1614,3
1615,1
1616,9
1617,3
1618,2
1619,1
1620,1
1621,8
1622,5
1623,1
1624,9
1625,4
1626,4
1627,9
1628,5
1629,2
1630,9
1631,3
1632,9
1633,2
1634,2
1635,1
1636,0
1637,9
1638,8
1639,8
1640,4
1641,3
1642,3
1643,9
1644,8
1645,1
1646,4
1647,2
1648,1
1649,0
1650,0
1651,4
1652,3
1653,9
1654,8
1655,8
1656,9
1657,8
1658,2
1659,4
1660,8
1661,1
1662,3
1663,8
1664,1
1665,3
1666,3
1667,2
1668,5
1669,8
1670,5
1671,8
1672,3
1673,8
1674,0
1675,9
1676,2
1677,2
1678,2
1679,1
1680,3
1681,3
1682,3
1683,2
1684,3
1685,9
1686,2
1687,1
1688,3
1689,3
1690,9
1691,9
1692,8
1693,2
1694,2
1695,1
1696,3
1697,4
1698,8
1699,9
1700,2
1701,2
1702,5
1703,0
1704,9
1705,4
1706,3
1707,2
1708,8
1709,0
1710,9
1711,9
1712,1
1713,8
1714,5
1715,4
1716,9
1717,9
1718,0
1719,3
1720,1
1721,3
1722,3
1723,0
1724,5
1725,5
1726,2
1727,1
1728,2
1729,4
1730,9
1731,3
1732,4
1733,1
1734,9
1735,4
1736,0
1737,3
1738,8
1739,1
1740,0
1741,8
1742,8
1743,3
1744,9
1745,2
1746,5
1747,1
1748,8
1749,0
1750,8
1751,9
1752,1
1753,5
1754,8
1755,3
1756,9
1757,0
1758,3
1759,8
1760,2
1761,8
1762,5
1763,9
1764,9
1765,1
1766,8
1767,8
1768,8
1769,8
1770,1
1771,3
1772,2
1773,2
1774,8
1775,3
1776,8
1777,8
1778,2
1779,9
1780,4
1781,2
1782,8
1783,7
1784,0
1785,2
1786,2
1787,2
1788,3
1789,2
1790,2
1791,9
1792,1
1793,9
1794,2
1795,9
1796,2
1797,2
1798,5
1799,0
1800,5
1801,0
1802,0
1803,2
1804,0
1805,3
1806,0
1807,4
1808,3
1809,2
1810,9
1811,8
1812,2
1813,0
1814,5
1815,1
1816,8
1817,8
1818,2
1819,0
1820,2
1821,9
1822,2
1823,1
1824,3
1825,9
1826,9
1827,3
1828,0
1829,9
1830,8
1831,9
1832,2
1833,8
1834,3
1835,1
1836,8
1837,2
1838,4
1839,0
1840,2
1841,2
1842,2
1843,4
1844,3
1845,2
1846,2
1847,9
1848,1
1849,8
1850,8
1851,4
1852,8
1853,8
1854,4
1855,9
1856,4
1857,3
1858,0
1859,5
1860,9
1861,3
1862,1
1863,2
1864,9
1865,1
1866,3
1867,1
1868,8
1869,8
1870,1
1871,8
1872,2
1873,2
1874,4
1875,9
1876,0
1877,2
1878,9
1879,2
1880,9
1881,5
1882,9
1883,9
1884,3
1885,5
1886,4
1887,3
1888,1
1889,9
1890,8
1891,9
1892,5
1893,2
1894,8
1895,0
1896,2
1897,1
1898,5
1899,8
1900,8
1901,0
1902,0
1903,0
1904,9
1905,9
1906,8
1907,8
1908,0
1909,5
1910,8
1911,1
1912,4
1913,0
1914,9
1915,1
1916,3
1917,2
1918,0
1919,8
1920,9
1921,0
1922,4
1923,9
1924,2
1925,9
1926,2
1927,1
1928,5
1929,4
1930,4
1931,5
1932,8
1933,2
1934,5
1935,2
1936,9
1937,1
1938,4
1939,4
1940,3
1941,4
1942,2
1943,0
1944,9
1945,2
1946,8
1947,8
1948,2
1949,2
1950,0
1951,2
1952,4
1953,8
1954,3
1955,9
1956,9
1957,4
1958,8
1959,3
1960,1
1961,3
1962,3
1963,2
1964,9
1965,3
1966,2
1967,1
1968,9
1969,4
1970,0
1971,9
1972,4
1973,9
1974,1
1975,8
1976,9
1977,2
1978,9
1979,3
1980,0
1981,9
1982,4
1983,0
1984,4
1985,0
1986,1
1987,0
1988,1
1989,4
1990,8
1991,9
1992,8
1993,9
1994,8
1995,3
1996,2
1997,0
1998,0
1999,3
2000,9
2001,8
2002,2
2003,1
2004,2
2005,0
2006,2
2007,9
2008,9
2009,2
2010,1
2011,1
2012,4
2013,1
2014,4
2015,2
2016,7
2017,0
2018,8
2019,4
2020,7
2021,0
2022,5
2023,4
2024,2
2025,2
2026,5
2027,1
2028,3
2029,2
2030,8
2031,5
2032,8
2033,2
2034,8
2035,8
2036,8
2037,2
2038,8
2039,2
2040,2
2041,9
2042,9
2043,3
2044,4
2045,4
2046,2
2047,8
2048,0
2049,2
2050,4
2051,0
2052,5
2053,4
2054,5
2055,8
2056,8
2057,9
2058,3
2059,3
2060,8
2061,5
2062,0
2063,9
2064,0
2065,8
2066,9
2067,2
2068,9
2069,1
2070,9
2071,9
2072,4
2073,5
2074,5
2075,4
2076,8
2077,9
2078,0
2079,0
2080,8
2081,2
2082,1
2083,5
2084,8
2085,2
2086,0
2087,2
2088,5
2089,8
2090,8
2091,9
2092,3
2093,3
2094,2
2095,9
2096,2
2097,2
2098,3
2099,9
2100,3
2101,9
2102,4
2103,8
2104,2
2105,2
2106,2
2107,9
2108,8
2109,8
2110,0
2111,2
2112,2
2113,4
2114,2
2115,2
2116,9
2117,0
2118,5
2119,2
2120,1
2121,1
2122,2
2123,8
2124,9
2125,8
2126,2
2127,2
2128,0
2129,2
2130,8
2131,2
2132,4
2133,4
2134,4
2135,9
2136,2
2137,8
2138,1
2139,4
2140,5
2141,2
2142,1
2143,8
2144,2
2145,8
2146,0
2147,0
2148,1
2149,1
2150,8
2151,8
2152,0
2153,3
2154,2
2155,8
2156,0
2157,8
2158,2
2159,0
2160,8
2161,7
2162,1
2163,8
2164,2
2165,3
2166,3
2167,5
2168,1
2169,2
2170,8
2171,3
2172,5
2173,2
2174,0
2175,9
2176,5
2177,0
2178,2
2179,5
2180,9
2181,4
2182,2
2183,0
2184,5
2185,2
2186,8
2187,9
2188,1
2189,9
2190,4
2191,9
2192,4
2193,4
2194,4
2195,5
2196,8
2197,3
2198,7
2199,8
2200,3
2201,1
2202,9
2203,3
2204,2
2205,4
2206,0
2207,2
2208,4
2209,4
2210,8
2211,0
2212,9
2213,3
2214,1
2215,2
2216,2
2217,9
2218,3
2219,5
2220,8
2221,1
2222,8
2223,8
2224,5
2225,0
2226,1
2227,4
2228,8
2229,1
2230,1
2231,4
2232,2
2233,2
2234,1
2235,1
2236,9
2237,4
2238,4
2239,8
2240,0
2241,8
2242,7
2243,3
2244,8
2245,9
2246,4
2247,2
2248,3
2249,3
2250,3
2251,9
2252,5
2253,3
2254,2
2255,9
2256,1
2257,4
2258,2
2259,0
2260,2
2261,0
2262,9
2263,0
2264,2
2265,1
2266,8
2267,0
2268,8
2269,2
2270,0
2271,1
2272,8
2273,3
2274,4
2275,9
2276,3
2277,5
2278,8
2279,8
2280,2
2281,9
2282,0
2283,3
2284,2
2285,2
2286,0
2287,5
2288,2
2289,9
2290,2
2291,8
2292,4
2293,2
2294,1
2295,8
2296,3
2297,4
2298,4
2299,8
2300,5
2301,2
2302,2
2303,0
2304,3
2305,4
2306,2
2307,3
2308,3
2309,1
2310,5
2311,4
2312,8
2313,5
2314,9
2315,0
2316,1
2317,1
2318,5
2319,3
2320,2
2321,8
2322,4
2323,2
2324,8
2325,9
2326,3
2327,4
2328,2
2329,3
2330,0
2331,8
2332,2
2333,8
2334,9
2335,8
2336,9
2337,3
2338,5
2339,9
2340,5
2341,4
2342,2
2343,5
2344,3
2345,2
2346,9
2347,9
2348,2
2349,2
2350,0
2351,9
2352,8
2353,9
2354,9
2355,4
2356,1
2357,9
2358,2
2359,8
2360,8
2361,0
2362,8
2363,2
2364,2
2365,2
2366,8
2367,0
2368,5
2369,0
2370,3
2371,2
2372,2
2373,4
2374,2
2375,1
2376,1
2377,2
2378,9
2379,5
2380,2
2381,5
2382,3
2383,2
2384,3
2385,8
2386,4
2387,8
2388,9
2389,8
2390,8
2391,7
2392,0
2393,0
2394,2
2395,9
2396,1
2397,2
2398,0
2399,3
2400,9
2401,4
2402,8
2403,2
2404,1
2405,5
2406,2
2407,1
2408,0
2409,8
2410,4
2411,9
2412,0
2413,1
2414,9
2415,0
2416,9
2417,5
2418,9
2419,3
2420,2
2421,4
2422,8
2423,0
2424,0
2425,8
2426,4
2427,5
2428,9
2429,4
2430,2
2431,8
2432,0
2433,0
2434,3
2435,2
2436,3
2437,4
2438,9
2439,8
2440,1
2441,3
2442,5
2443,9
2444,2
2445,2
2446,3
2447,8
2448,3
2449,4
2450,1
2451,0
2452,8
2453,9
2454,5
2455,8
2456,2
2457,9
2458,1
2459,7
2460,8
2461,9
2462,0
2463,3
2464,2
2465,5
2466,9
2467,0
2468,2
2469,3
2470,7
2471,9
2472,3
2473,1
2474,9
2475,0
2476,3
2477,8
2478,4
2479,0
2480,2
2481,1
2482,3
2483,8
2484,8
2485,1
2486,4
2487,5
2488,2
2489,9
2490,2
2491,1
2492,8
2493,5
2494,5
2495,4
2496,0
2497,4
2498,2
2499,2
2500,4
2501,3
2502,0
2503,2
2504,4
2505,1
2506,4
2507,2
2508,4
2509,1
2510,2
2511,2
2512,2
2513,1
2514,0
2515,2
2516,2
2517,2
2518,5
2519,2
2520,2
2521,5
2522,1
2523,0
2524,0
2525,8
2526,2
2527,3
2528,3
2529,0
2530,2
2531,2
2532,8
2533,1
2534,8
2535,9
2536,2
2537,4
2538,0
2539,4
2540,1
2541,1
2542,3
2543,0
2544,1
2545,1
2546,8
2547,8
2548,2
2549,4
2550,2
2551,3
2552,5
2553,8
2554,8
2555,8
2556,2
2557,9
2558,2
2559,2
2560,9
2561,4
2562,8
2563,9
2564,1
2565,9
2566,5
2567,0
2568,2
2569,9
2570,4
2571,2
2572,8
2573,2
2574,4
2575,1
2576,0
2577,3
2578,9
2579,0
2580,1
2581,4
2582,9
2583,2
2584,5
2585,4
2586,9
2587,3
2588,4
2589,5
2590,3
2591,9
2592,3
2593,0
2594,9
2595,0
2596,8
2597,8
2598,2
2599,4
2600,0
2601,4
2602,9
2603,8
2604,3
2605,9
2606,2
2607,0
2608,1
2609,2
2610,8
2611,9
2612,8
2613,4
2614,8
2615,8
2616,9
2617,4
2618,0
2619,3
2620,3
2621,3
2622,2
2623,1
2624,2
2625,4
2626,1
2627,4
2628,9
2629,2
2630,8
2631,2
2632,4
2633,8
2634,9
2635,4
2636,9
2637,8
2638,2
2639,2
2640,2
2641,1
2642,2
2643,2
2644,8
2645,9
2646,2
2647,8
2648,4
2649,9
2650,4
2651,1
2652,0
2653,1
2654,9
2655,0
2656,2
2657,5
2658,9
2659,0
2660,9
2661,8
2662,9
2663,0
2664,8
2665,4
2666,3
2667,4
2668,3
2669,9
2670,0
2671,2
2672,8
2673,4
2674,2
2675,4
2676,2
2677,4
2678,3
2679,2
2680,2
2681,2
2682,8
2683,3
2684,4
2685,9
2686,9
2687,1
2688,4
2689,1
2690,8
2691,2
2692,5
2693,4
2694,8
2695,7
2696,9
2697,1
2698,4
2699,9
2700,9
2701,2
2702,3
2703,9
2704,5
2705,3
2706,1
2707,4
2708,2
2709,2
2710,2
2711,9
2712,1
2713,0
2714,5
2715,1
2716,2
2717,8
2718,8
2719,5
2720,9
2721,3
2722,9
2723,2
2724,8
2725,9
2726,5
2727,8
2728,8
2729,1
2730,3
2731,2
2732,4
2733,4
2734,0
2735,1
2736,8
2737,8
2738,8
2739,5
2740,3
2741,9
2742,9
2743,8
2744,3
2745,4
2746,9
2747,0
2748,4
2749,0
2750,2
2751,4
2752,3
2753,1
2754,9
2755,2
2756,3
2757,0
2758,0
2759,2
2760,8
2761,9
2762,1
2763,1
2764,1
2765,1
2766,1
2767,3
2768,2
2769,3
2770,1
2771,0
2772,3
2773,8
2774,8
2775,0
2776,9
2777,2
2778,0
2779,2
2780,1
2781,3
2782,1
2783,1
2784,8
2785,2
2786,2
2787,2
2788,1
2789,9
2790,9
2791,9
2792,2
2793,9
2794,0
2795,1
2796,2
2797,2
2798,3
2799,5
2800,5
2801,4
2802,5
2803,5
2804,0
2805,8
2806,2
2807,0
2808,8
2809,5
2810,4
2811,8
2812,1
2813,7
2814,2
2815,8
2816,8
2817,1
2818,8
2819,1
2820,1
2821,4
2822,1
2823,0
2824,1
2825,8
2826,4
2827,4
2828,1
2829,5
2830,2
2831,5
2832,2
2833,9
2834,3
2835,5
2836,5
2837,2
2838,8
2839,8
2840,5
2841,8
2842,2
2843,1
2844,1
2845,5
2846,2
2847,8
2848,1
2849,4
2850,4
2851,8
2852,8
2853,9
2854,1
2855,0
2856,2
2857,4
2858,0
2859,9
2860,3
2861,3
2862,4
2863,0
2864,8
2865,1
2866,5
2867,0
2868,8
2869,1
2870,4
2871,1
2872,2
2873,9
2874,3
2875,4
2876,0
2877,8
2878,0
2879,5
2880,1
2881,4
2882,9
2883,2
2884,1
2885,9
2886,0
2887,9
2888,2
2889,8
2890,5
2891,8
2892,2
2893,8
2894,2
2895,9
2896,9
2897,9
2898,3
2899,1
2900,3
2901,4
2902,3
2903,1
2904,1
2905,2
2906,0
2907,0
2908,9
2909,2
2910,8
2911,1
2912,5
2913,0
2914,2
2915,9
2916,5
2917,3
2918,4
2919,9
2920,2
2921,2
2922,8
2923,9
2924,7
2925,4
2926,2
2927,9
2928,8
2929,2
2930,9
2931,1
2932,4
2933,9
2934,3
2935,9
2936,8
2937,8
2938,2
2939,5
2940,5
2941,1
2942,9
2943,7
2944,9
2945,9
2946,8
2947,9
2948,8
2949,5
2950,9
2951,4
2952,8
2953,8
2954,4
2955,8
2956,0
2957,9
2958,5
2959,1
2960,2
2961,8
2962,2
2963,9
2964,3
2965,8
2966,2
2967,3
2968,8
2969,8
2970,8
2971,2
2972,2
2973,9
2974,9
2975,9
2976,8
2977,1
2978,1
2979,9
2980,4
2981,5
2982,4
2983,1
2984,9
2985,8
2986,9
2987,5
2988,2
2989,9
2990,2
2991,8
2992,1
2993,9
2994,9
2995,1
2996,5
